"Return","Risk","SharpeRatio","Midcap_Wt","Adani_Wt","US_Nasdaq_Wt","Gold_Wt","Nestle_Wt","HDFC_Wt","LT_Wt"
0.283537892881786,0.204298109521695,1.09417504354365,11.5,25.8,15.7,1.3,24,13.2,8.5
0.417266906638295,0.476320057762444,0.750056397617578,18.1,19.7,16.2,12.4,24.2,5.9,3.5
0.403553633215268,0.488349002713191,0.703500224852589,2.8,19,12.2,12.5,17.6,18.7,17.1
0.586998595301018,0.990098513905626,0.532268847896938,2.2,11.7,20.1,27.2,16.8,8.1,14
0.332867386766112,0.376058405268356,0.725598425519549,12.2,11.8,17.2,9.4,19,23.4,7
0.409661521064288,0.484042066233628,0.722378374642174,12.5,19.9,0.7,12.3,11.4,17.3,25.8
0.505961609578507,0.729258983991732,0.61152706976259,12.8,20.2,4.4,19.7,15.4,16.1,11.4
0.495769113545409,0.650621122314993,0.669774003024813,13.4,23.3,15.9,17.3,4.7,12.9,12.4
0.310025226062688,0.243777016403203,1.02563083982105,18.8,25.3,1.8,4.2,30.1,17.7,2
0.527229656869688,0.937627453033132,0.498310555389826,2.5,4.6,9.4,25.8,21.7,19.1,17
0.597728994293546,0.967266736597877,0.555926275501705,7,17.8,26.9,26.5,10.2,11.3,0.4
0.443237323966659,0.703838981544071,0.544495735552922,23,2.6,23.4,19.3,10.9,18.3,2.6
0.362238235499585,0.487770735828995,0.619631751761233,18,0.8,21.8,13,13.6,11.3,21.5
0.358974093069201,0.339671532393808,0.88018589889534,17.2,17,19.6,8.2,21,3.3,13.6
0.318540135757048,0.303958189579388,0.85057795651044,9.6,15.6,17.8,6.8,14.7,19.8,15.8
0.467813902888643,0.815188148337413,0.50026966623642,1.1,1.9,19.8,22.3,21.5,23.5,10
0.394400532782199,0.413249907824082,0.809196872040323,14.8,27.7,6.6,10,16.7,22.9,1.3
0.345593215095343,0.381482935435017,0.748639555186582,19.3,11,13.9,9.7,16,15.5,14.6
0.209528421890885,0.199481076939168,0.749586999354752,3.4,6.3,7,1.9,20,27.7,33.7
0.34646328628454,0.504296945889874,0.568044856545881,11.3,5.1,3.1,13.2,13.3,37,17
0.384042540272068,0.49042314629429,0.6607407148716,12.1,17.5,6.3,12.6,6.3,36.1,9.1
0.469737652456121,0.700107742495728,0.585249423175207,12.2,12.7,16.6,19,12.7,19.6,7.3
0.380001890959652,0.468688414707801,0.682760403111636,14.6,10.7,14,12.3,20.7,12.5,15.2
0.398330480574467,0.547252617006264,0.618234559434907,21,8.7,0,14.7,26.1,14.5,14.9
0.460905026616016,0.715340128759869,0.560439727198073,10.2,10.6,1.6,19.4,20.2,21.6,16.4
0.571158347814841,0.822490659908546,0.621476173202597,18.1,25.7,4,22.2,4.2,10.7,15
0.324509833587876,0.350663547325353,0.75431231904598,17.8,10.8,13.4,8.7,13.7,22.2,13.4
0.508312124529518,0.847542632508993,0.52895524936884,25.6,5,4.8,23.4,32.9,4.7,3.6
0.245359458385683,0.204698756797153,0.905523127184233,13.5,9.4,5.9,3.2,20.3,20.7,27
0.358674800063198,0.349409449392981,0.854798863001778,9.6,23.2,16.5,7.9,8.7,22,12.1
0.244132653809363,0.173319355622802,1.0623894437393,15.2,13.7,16.8,1.2,20.4,12.3,20.4
0.374802681661524,0.439083916775981,0.71695334225174,13.7,11.9,18.6,11.4,15.2,12.5,16.6
0.543394067951484,0.855392982876591,0.565113436313078,3.9,17.2,11.9,23.2,5.1,20.7,17.9
0.476280963830629,0.711632988057369,0.584965805150492,15.9,11.8,6.7,19.4,20.4,12.2,13.6
0.333248993395918,0.289090845926895,0.945201127070682,3.6,28.3,9.1,5.2,19.1,22.1,12.6
0.327143238164336,0.301132685765565,0.887128003010307,4.5,20.4,21.3,6.3,12.9,20.9,13.7
0.181349851741137,0.134333773777172,0.903345810432066,33,0.6,15.3,0.9,25.6,22.2,2.5
0.328220216196726,0.319665651462392,0.839064863458694,9.5,14.5,17.2,7.4,18.2,14.1,19.1
0.505104136596617,0.707944532256035,0.628727416225938,11.3,21.8,6.7,19,10.3,16.2,14.7
0.380797009460584,0.38042025036715,0.843270065541928,18.3,20.9,9.2,9.3,17,9.1,16.3
0.420456391283756,0.640103561689895,0.563121989717007,23.3,0.9,12.5,17.4,11,12.4,22.4
0.5431536964177,0.853056607384917,0.566379408160062,2,10.9,31.3,23.3,16.9,0.6,15
0.263568730304196,0.229836370407609,0.885711560547063,22.5,10.4,4.6,4.4,10,26.7,21.4
0.298050037149035,0.291512776109294,0.816602415599737,19.1,7.6,20.1,7,17.2,15.8,13.1
0.410325933642196,0.528237926081307,0.663197238110226,12.5,13.8,12.4,13.9,11.3,17.5,18.7
0.40782678354554,0.629812481697049,0.552270387859431,8.5,8.8,8.3,17,24.6,31.5,1.4
0.359031428766061,0.397468950829201,0.752339089989848,10.2,16.6,12.9,9.8,8.6,23.5,18.4
0.497012695239099,0.753783140968871,0.579759179380674,1.4,10.9,19.2,20.5,21.5,5.1,21.4
0.448709102889491,0.62062414125656,0.626319662819566,21.7,11.9,1.2,16.8,24.2,5.4,18.8
0.461497176275321,0.632162828932113,0.635116710284206,6.2,18.5,5.3,16.8,15.8,16.9,20.6
0.488276007533377,0.670928096033248,0.638333690399148,13.6,15.7,18.2,18,7.9,5.6,21
0.462461516490732,0.666392315274079,0.603940812740622,17.4,11.5,17.2,18.1,27,6.8,2
0.272040183295501,0.230146126000794,0.9213284923804,23.7,7.4,27.6,4.8,7.7,18.3,10.5
0.615807374328777,1.13234777210865,0.490845116685095,1.5,3.4,31.6,31.3,20.6,4.7,6.8
0.331846535589773,0.309059884558854,0.879591785190115,9.9,20.6,2.3,6.7,21.5,17.6,21.3
0.242429196925613,0.197020397561501,0.92594065986831,12.2,14.2,26.4,1.8,3.3,30.4,11.6
0.438480451785472,0.589476863042809,0.642061589714991,8.2,18.5,16.5,15.6,15.4,23.3,2.4
0.259466276723066,0.262595189035283,0.759596081923137,39.8,3,5.2,6.1,1.3,31.2,13.3
0.56378873740545,0.866734353622215,0.581249301242116,7.4,22.3,3.4,23.5,16.9,15.4,11.2
0.528436663143172,0.759005320987983,0.617171777575178,10.1,21.5,6.4,20.5,17.8,9.4,14.3
0.447317468035412,0.731036784347272,0.529819396682261,6.5,5.4,10.8,19.9,15.9,25.9,15.6
0.46789825975785,0.729605171103574,0.559067117275057,19.6,7.9,8.3,19.9,13.6,17.7,13.1
0.266880333215212,0.181500592769362,1.13983282400681,40.5,9.5,4.5,2.5,5.6,3.6,33.6
0.429764455304617,0.571421018080651,0.647096350334855,11.1,14.5,8,15.2,18.9,13.5,18.8
0.61023417165827,1.16566846345794,0.472033162865203,13.2,0.3,3.1,32.3,7.7,16,27.5
0.3731397409496,0.374881501470754,0.835303261753581,17.2,20.6,14.8,8.9,0.3,18.1,20.2
0.299489844927,0.313782981529875,0.763234015303658,21.3,7.1,6.8,7.6,14.3,20.6,22.3
0.344586902047832,0.461889926829844,0.616135762044169,5.8,4.1,17.4,12,12.3,23.8,24.6
0.273839402835009,0.212655377855351,1.00556781112991,8.8,23.9,21.3,1.6,10.9,24.4,9.2
0.553003834696125,0.92495132210593,0.533005167854296,33.2,5,18,25.6,16.1,0.5,1.6
0.467499324948464,0.612028561710319,0.665817496833325,13.7,18.4,21.5,16.3,16.6,7.4,6.1
0.30596015453564,0.308088036468894,0.798343737571496,27,3.3,5.4,7.5,16.1,3.1,37.6
0.397056823928243,0.503849000921382,0.66896396204393,6.9,14.4,24.5,13,1.6,25.1,14.6
0.28473913753369,0.209448928596335,1.07300208714279,24,20.9,18.3,3,7.4,23.8,2.7
0.353509903457221,0.415822776609118,0.705853358612741,15.8,9.5,6,10.8,33.8,8.1,15.9
0.402627562088365,0.538066543560578,0.636775443834653,21.2,6.7,18.2,14.5,17.2,8.4,13.8
0.407664332063341,0.572176625661576,0.607617152590525,23.4,7.8,13.2,15.4,11.5,19.5,9.2
0.520336777510264,0.786287880774885,0.585455771055003,10.2,13.2,13.5,21.4,10.2,7.1,24.4
0.346256477509721,0.361475758976364,0.791910578790537,26.4,13.8,8.2,9.1,14.1,16.6,11.8
0.892693512874503,1.74008157449724,0.47853705543379,14.6,16,11.1,48.3,8,0.4,1.6
0.355833554118517,0.408604273645895,0.72400993626144,34.1,10.2,7.2,10.7,22,12.7,3
0.354851435509384,0.343118656454291,0.859327902936875,20.3,20.6,4.8,8.1,14.3,17.4,14.5
0.536410043174236,0.851336388693438,0.559602584244509,23,9.7,5.2,23.4,13.4,4.2,21.1
0.390154714268853,0.438079907564807,0.753640394292705,12.6,22.1,1.2,11,41.9,11,0.1
0.438713614820097,0.603819022653373,0.627197224022371,19.9,12,12.4,16.2,1.6,18.3,19.7
0.345108102528064,0.428414678845651,0.665495643838063,23.9,4.5,10.2,11.3,15,15.5,19.7
0.225190987826265,0.169132138465156,0.976697801643989,24.1,5.3,22.8,1.9,5.1,20,20.9
0.375118004973724,0.538933818867464,0.584706310759873,25.2,0.6,10.6,14.5,13.8,16,19.3
0.494064648233084,0.708853451691973,0.612347513011341,3.5,17.5,18.5,19,5.4,16.7,19.4
0.459001304541306,0.669760144042015,0.595737605605083,6.3,13,12.4,18,10,19.7,20.7
0.482394419356918,0.811854030337454,0.520283700730471,20.8,2,7.9,22.3,7.7,18.2,21.1
0.238749103796104,0.191134086099262,0.935202649846944,20.8,7.5,19.9,3.1,9.6,25,14.1
0.345122497014296,0.348084479896227,0.819118672281219,0.6,23.4,10.7,7.4,8.4,28.4,21.1
0.540958908710679,0.80737474005894,0.595707154122221,16.3,15.9,16.2,22,13.7,3,12.9
0.4466097126825,0.688196811827432,0.561772019338334,18.2,4.9,7.8,18.8,29,8,13.3
0.227426720185511,0.177023237675442,0.945789504158058,15.9,10,15.9,1.7,13.8,24.7,18
0.353242231606428,0.452155831468424,0.648542407722782,25.7,6.1,17.4,11.9,7,24.1,7.7
0.411298047821033,0.622894640798439,0.563976674082044,1.9,7.5,6.6,16.4,0.1,31.4,36.2
0.523446427209669,0.757400147414785,0.611891123591062,5.2,20.5,17.5,20.4,19,10,7.3
0.544835998202293,0.82808196285735,0.58549276514771,1.8,16.4,9.2,22.5,25.7,0.6,23.7
0.410208933858766,0.558659898012048,0.626873228425666,8.3,13.7,2,14.7,13,24.3,24
0.589328429238217,1.10185124852435,0.480399173615423,10.3,4.8,7.9,30.5,30.7,15.1,0.6
0.409906525993293,0.622356193443871,0.562228719950628,15.2,3,18.5,16.9,21.1,16.2,9.1
0.497941842320619,0.758440150442346,0.577424391450265,8.3,13.4,11.7,20.5,3.4,19.3,23.4
0.513836216766361,0.931133576822653,0.487401837999448,10.8,3.1,10.3,25.7,22.7,24.1,3.4
0.477222674816621,0.672239261541316,0.620646098325184,8.1,20.6,0.4,17.9,14,22.4,16.7
0.488254887053972,0.758359453531332,0.564712268120066,11.4,10.4,2.2,20.7,20.7,12.3,22.4
0.589296951955937,0.960292966705203,0.551182785157713,0.8,18.7,1,26.2,27.1,9.2,17
0.497871673059968,0.81965413820326,0.534215167899736,30.7,2.7,9.4,22.6,13.2,8.2,13.2
0.351234537711605,0.364755414322511,0.79843787446593,14.2,16.4,20.8,8.9,14.7,18.2,6.8
0.274750732079821,0.209920055989702,1.02301197980986,26.6,21.5,3.9,2.4,2,29.9,13.6
0.366385289690324,0.462593589989963,0.662320655366131,10,1.4,33.2,12.1,14.2,0.8,28.2
0.474963131802048,0.561803307097446,0.738627072072525,8.1,27.8,2.5,14.4,18.9,4.9,23.4
0.433429153000564,0.563181689306157,0.663070479902553,12.8,17.5,5.5,14.8,13,17.7,18.6
0.577239058037633,0.842385144347775,0.614017307294884,21.2,23.3,7.7,22.9,17.2,1.2,6.4
0.330068791540349,0.292278172538995,0.924012864848184,5.6,19.5,20.9,6,14.7,13,20.3
0.351693612850949,0.477144764591893,0.611331475260842,25.9,2.4,15.3,12.8,17.1,19.5,7
0.539149665311823,0.787197546727792,0.608677792891432,20.2,18.5,13.9,21.4,18.9,2.8,4.2
0.419531852161179,0.499445487983083,0.719862048635339,13.4,21.2,5,12.7,3.8,20.6,23.3
0.364521880228348,0.392563564137265,0.775726297720967,18.3,13.7,21.2,9.9,7.3,13.8,15.8
0.489866940043925,0.716119532732683,0.600272608685271,3.9,13.3,18.5,19.4,18.4,6.8,19.7
0.245705797449954,0.206733634579756,0.898285360422619,12.6,22.3,12.9,1,7.3,37.5,6.5
0.308631956173679,0.215342152460516,1.15459028031805,28.5,18.9,16,3.2,0.9,5,27.5
0.540462674826167,0.895703300416858,0.536408288997664,19.4,2.9,24.1,24.7,3.1,1.9,24
0.395095714700022,0.44339030321527,0.755757878036701,30.5,21.6,3.5,11.2,1.6,26.4,5.2
0.323624028724742,0.294621257279606,0.894789572072708,2.3,23.3,27.6,5.5,5.3,27.4,8.6
0.320212448181297,0.308960156620139,0.842220081151835,12.1,7.5,33.4,7.1,4.1,5.7,30.1
0.490294792169108,0.67262150705703,0.639727971310058,7,22.7,6.8,17.9,23.8,13.6,8.1
0.592964637728442,0.937594455004085,0.568438342274667,7.5,19.4,7.5,25.5,0.5,13.3,26.1
0.448587326030428,0.608693869832026,0.638395333499352,16.3,17,19.7,16.2,7.2,22,1.6
0.324540929282518,0.28962608441852,0.913387790376805,18.2,19.6,5.4,6,4.6,21.3,24.9
0.310192986990531,0.280690553934686,0.891348082375258,28.2,14.1,0.7,6.5,25.4,14.1,11
0.362289154806073,0.352943323923235,0.856480727403759,11.2,24.6,4.1,8.2,29.7,15.5,6.7
0.415757866875288,0.660980168291586,0.538227747127124,15.4,2.4,13.9,18,24.4,20,5.8
0.477472963277242,0.67269203020884,0.620600430107126,15.3,14.2,27.2,18.2,13.1,9.5,2.6
0.382326632893845,0.465678170635171,0.692166077817652,18.9,9.2,20.8,12.3,15,9.2,14.6
0.427761350607041,0.583443138824355,0.630329377680376,21.9,10.5,4.1,15.7,22.1,8.6,17.2
0.747841924433483,1.39113007729902,0.494448316270306,32.8,11.1,6.6,38.6,5.1,2.5,3.4
0.688591193508936,1.28733646228401,0.488288191879287,6.1,6.2,18.7,35.7,13.3,2.8,17.1
0.380091572378311,0.358638309851238,0.892519186004095,46.7,17.8,5,9,11.3,0.6,9.6
0.555274534590763,0.852563143087338,0.58092416802966,10.1,14.2,23.6,23.3,8.5,2.9,17.4
0.736926678012458,1.37714405644268,0.491543840200011,2.9,14.8,11.2,38.1,21.8,8.2,2.9
0.52874103718849,0.943026236134598,0.497060441403866,0.3,0.8,27.6,26,29.3,7.2,8.7
0.39890350900402,0.463990180298161,0.730410951340048,5.8,21.5,7.8,11.6,11.6,22.5,19.2
0.452203364643859,0.691943188819041,0.566814401791054,11.2,1.3,29.3,18.9,18.7,0.5,20.1
0.326240077361736,0.294730236829912,0.903334792606918,15,11.4,28.5,6.9,18.3,2.1,18
0.331459759334278,0.349355478682497,0.777030205331308,4.6,14.6,19.4,8.2,12.6,22.4,18.2
0.392546976566729,0.527339219379649,0.630613017855813,12.4,6.4,18.1,14.1,16.2,11.8,21
0.398594482708729,0.490073036003978,0.690906166700388,24.7,13.4,3.1,13,28.8,7.7,9.4
0.28711487184754,0.228383163192825,0.994446651287448,48.4,5.7,19,5.1,1.7,6.7,13.5
0.323610732425004,0.2646764509865,0.995973504414453,1.1,21.2,13,4.4,23.6,1.7,34.9
0.197130080226223,0.17715810113821,0.774054809490427,9,2.2,25.1,2.4,28.1,28.6,4.6
0.556880984538051,0.850415048609288,0.584280564355742,13,17.3,22.3,23.2,10.6,8,5.6
0.420229557813605,0.645597392854613,0.557978643966934,16.9,4.2,17.2,17.5,13.7,21.3,9.3
0.442274977650142,0.540076613060233,0.707816203119886,21,18.8,17.2,14.2,7.4,10.6,10.8
0.524443020614297,0.769379114207551,0.60365951198541,16.6,17.8,8.2,20.9,23.3,4.9,8.3
0.328814611175741,0.366222148700536,0.734020626905211,6.3,9,18,8.8,6.5,18.8,32.7
0.37416830801082,0.399694769000477,0.786020564633521,16.5,16.2,19,10.1,13.6,11.8,12.8
0.361861649522229,0.519312290973429,0.581271914355044,5.8,3.1,12.1,13.7,18.8,22.7,23.8
0.318299800851447,0.361539733564155,0.714443743997536,8.2,11.3,14,8.9,29,24.1,4.4
0.403091082940962,0.433774789047661,0.790942884657285,8.9,22.6,17.3,10.8,17.4,11.4,11.7
0.245672921126215,0.191776263047712,0.96817467488154,4.3,13,26.3,1.2,16.3,12,26.9
0.481214546913939,0.674996101975092,0.624025154636348,4.9,18.9,14.1,17.9,3,20.7,20.4
0.516220216948511,0.811758830675398,0.562014479804215,20.1,13.8,7.5,22.1,4,22.5,10
0.421970076733864,0.507116490573694,0.71378092304664,12,18.4,24.4,13.1,6.3,15.3,10.4
0.458296984222961,0.54343908054048,0.732919288445052,23.1,21.9,14.6,14.3,11.9,4.6,9.7
0.523971123388635,0.89515516518234,0.518313630346004,25.8,4.6,13.4,24.7,15.1,13.8,2.6
0.435387718942693,0.518740431731861,0.723652323936708,16.5,19.4,9.9,13.6,19.2,5.3,16.1
0.41992758944012,0.576862665325721,0.62393982324526,11.8,10.9,23.7,15.4,6.1,20.3,11.8
0.598363313363495,0.891510580924217,0.603877648659404,14.3,25.6,1.6,24.2,10.7,6.6,17
0.341091054295337,0.39819067683833,0.705920732567688,10.5,9.1,24.4,10,7.6,22,16.4
0.58076718211555,0.912908368884666,0.570448469819364,18.5,16.2,2.6,25,20.1,0.2,17.4
0.440922974809696,0.669908691582634,0.568619245571781,13.5,5.8,22.3,18.2,18.2,14.4,7.6
0.461076999926734,0.640015076213553,0.626668050227159,8.6,16,21.6,17.2,22.3,12.4,1.9
0.249583746997657,0.214171956619077,0.885194074847284,2.8,10.4,7,3.1,31.6,13.7,31.5
0.511060812185274,0.755491834661502,0.59704260389177,7.6,17.9,5.9,20.5,37.2,4.6,6.4
0.565434901899336,0.908178564526128,0.556536920867609,17.6,14.3,13.1,24.9,13.9,9.4,6.7
0.327184647427901,0.439088799449824,0.608497979822492,5.9,5.3,2.8,11,6.5,32.7,35.9
0.442298953877288,0.594661012554857,0.642885519322694,11,18.1,16.2,15.7,7.3,24.4,7.3
0.532350570745099,0.750682868079497,0.629227854837733,2.4,22,12.9,20.1,15.4,5.5,21.6
0.462439099642862,0.681990649532388,0.590094746781055,9.1,12,12.8,18.4,8.2,19.4,20.3
0.415369492108067,0.448022932579435,0.793194870767156,13.1,22.7,16,11.2,6.1,11,19.9
0.572410101276924,1.06734091861343,0.480081005366672,5.1,3.1,13.8,29.4,8.7,23.7,16.1
0.48605954785664,0.829220179164521,0.513807500784551,26.8,0.7,9.2,22.9,15.5,14.1,10.8
0.498910830277029,0.693001581318505,0.633347516237923,2.2,20.6,19.8,18.4,2.4,16.4,20.3
0.340183318947758,0.373517570501927,0.750120853943371,18.9,17.6,1.3,9.2,20.2,29.3,3.6
0.456662523174816,0.645315880299305,0.614679624792186,17.1,12.8,15.4,17.4,8.7,15.7,13
0.533336697438127,0.904342953310934,0.523403976008406,14.3,7.3,12.9,24.9,9.2,17.9,13.6
0.264853098309476,0.182483924689377,1.12258161182239,14.2,20.9,23.7,0.7,23.7,8.5,8.4
0.328634906862685,0.397800220809085,0.675301050151025,26.9,3.3,10.2,10.3,4.8,19.7,24.8
0.278680579574361,0.238528663918181,0.916789521151104,5.5,7.6,36.8,4.3,8.1,8,29.7
0.513098256884724,0.657133546317143,0.689507116816788,24.7,25.1,14.6,17.5,7.6,5.3,5.2
0.437736234046847,0.509343496042621,0.741613934371782,6.2,26.9,0.9,12.7,4.7,20,28.7
0.460706454287123,0.690497987704797,0.580315165897969,13.8,3.9,18.3,18.8,9.1,3.4,32.8
0.309902840420774,0.34918348867356,0.715677712511772,16.1,2.6,16.3,8.8,23.4,9.7,23.1
0.323923370265951,0.22562303670161,1.16975364805055,31.6,24.3,24.9,3.6,2.8,10.7,2
0.404249927681896,0.342619771309501,1.00475791681888,17.3,31.4,20.5,7.2,1.2,3.8,18.6
0.411449279354545,0.583028472327823,0.602799513291923,13.4,9.6,5.9,15.6,14.2,21.6,19.6
0.415242312313019,0.619724169800144,0.573226492727533,13.9,3.6,20.5,16.8,18.5,14,12.7
0.483913742567365,0.735187458114617,0.576606330655434,9,13.2,18.3,19.9,15.7,18.6,5.2
0.506849263894218,0.70655332881743,0.632435296345029,9.8,28,1.3,18.7,9.9,28.5,3.9
0.453352816481611,0.638214871009064,0.616332890926988,21.6,10.9,17.6,17.3,8.6,12.2,11.9
0.568305902339913,0.903888318284534,0.562354764474237,23.2,13.6,4.1,24.8,5.5,7.4,21.4
0.292738898344017,0.249601046209655,0.932443601011691,0.2,26.5,6.3,2.7,14.2,26,24.1
0.394545569509677,0.386757947255346,0.864999858138153,10.5,28.2,5.7,9.1,30.7,8.8,7
0.358314423408271,0.368575785335223,0.809370651240561,19.8,17.6,17.1,9,7.8,19.7,9.1
0.380297884134267,0.438712698707975,0.730085737380194,1.4,11.8,26.1,11.2,24.7,2.2,22.6
0.508126624220592,0.911014493420248,0.491898457661389,13,0.6,9.7,25.1,6.2,23.6,21.8
0.487057985242708,0.629890292848298,0.677987881527109,24.2,21.5,9.5,16.8,11,7.5,9.6
0.53052473199665,0.893584032995022,0.526559019211203,16.9,5.5,27.7,24.6,12.1,11.7,1.5
0.485429287560246,0.862356187154058,0.493333606110306,2.9,2.1,10.4,23.6,14.9,26.4,19.6
0.581270577180827,0.999673705981619,0.521440720168758,1.4,15.2,7.1,27.4,21.6,21.3,5.9
0.510831708315096,0.710892980448977,0.634176621114427,18.2,17.8,12.5,19.2,11.5,3.5,17.3
0.341353213973614,0.281483604275223,0.999536774790329,15.3,26.6,5.4,5.5,21.1,13.8,12.3
0.425110001373331,0.528331917195332,0.69106179182119,16.5,18.9,13.2,13.8,7.5,20,10.2
0.206477488305209,0.163116258336976,0.897994410849019,18.1,11.5,14.5,0,16.8,26.2,12.9
0.453037143798646,0.623098771850237,0.630778235417728,17,14.7,13.6,16.7,12.4,15.2,10.3
0.693387140635168,1.141506156146,0.554869666908879,4.7,30.4,8.3,31.1,6.4,18.3,0.9
